MaterialId,Reduced Formula,Elements,Crystal System,Space Group,Bandgap,Formation Energy Per Atom,Decomposition Energy Per Atom,microgravity_advantage_score,seed_score,density_ratio,mp_ratio,mp_compatible,target_sectors
0ff1d6b7f2,Rb8Li4HoIn3As8,"['Li', 'As', 'Rb', 'In', 'Ho']",monoclinic,C2,0.8442,-0.6007,-0.0861,55.32,55,16.48,5.56,False,"['semiconductor', 'quantum', 'optical']"
44e8f96687,K12Li8Ti3SiAs12,"['Li', 'Si', 'K', 'Ti', 'As']",monoclinic,C2,0.7465,-0.6567,-0.0852,55.48,55,10.73,5.78,False,"['semiconductor', 'battery', 'quantum', 'optical']"
db62d4ff8f,K2Si(AuSe2)2,"['Si', 'K', 'Se', 'Au']",orthorhombic,Fddd,1.773,-0.8981,-0.0408,63.21,55,22.44,5.02,False,"['semiconductor', 'optical']"
9b0a57f928,Ta2CdFe2(PO4)6,"['O', 'P', 'Fe', 'Cd', 'Ta']",trigonal,R-3,2.6765,-2.6993,-0.0252,51.35,55,9.15,10.38,False,"['semiconductor', 'battery', 'optical']"
b0f93544ba,Li3Ca(NpBr6)2,"['Li', 'Ca', 'Br', 'Np']",trigonal,P312,0.0025,-1.9537,-0.1382,63.03,55,2.9,2.46,True,[]
83399689f4,Li9CaNp2N8,"['Li', 'N', 'Ca', 'Np']",orthorhombic,Pmm2,0.0017,-0.9135,-0.1841,63.0,55,2.9,2.46,True,[]
ad72fb2a65,K8Li4ErIn3As8,"['Li', 'K', 'As', 'In', 'Er']",monoclinic,C2,0.9627,-0.6287,-0.0043,60.74,55,16.99,5.36,False,"['semiconductor', 'battery', 'quantum', 'optical']"
162ae7ad90,K4Li2HoInAs4,"['Li', 'K', 'As', 'In', 'Ho']",orthorhombic,C222_1,1.0789,-0.6997,-0.0128,60.94,55,16.48,5.16,False,"['semiconductor', 'battery', 'quantum', 'optical']"
363a7aa27a,K4Li2ScInSb4,"['Li', 'K', 'Sc', 'In', 'Sb']",orthorhombic,I222,1.0806,-0.6779,-0.0801,52.11,55,13.69,5.4,False,"['semiconductor', 'battery', 'quantum']"
cde05e0739,Rb2Li14Np3O14,"['Li', 'O', 'Rb', 'Np']",orthorhombic,Immm,0.0018,-2.4633,-0.028,63.0,55,2.87,1.46,True,[]
3ff51e0809,Ta3As(PO4)6,"['O', 'P', 'As', 'Ta']",trigonal,R3,2.8471,-2.8422,-0.0304,51.88,55,9.15,10.38,False,"['semiconductor', 'quantum', 'optical']"
7bd9fd2d52,Ba3Ga3Si2OsO14,"['O', 'Si', 'Ga', 'Ba', 'Os']",trigonal,P321,0.397,-2.7721,-0.0308,57.01,55,9.7,10.91,False,"['semiconductor', 'quantum', 'optical']"
9dabe83caa,Cs4Li2HoInAs4,"['Li', 'As', 'In', 'Cs', 'Ho']",orthorhombic,I222,1.0002,-0.6681,-0.026,56.2,55,16.48,5.74,False,"['semiconductor', 'quantum', 'optical']"
1a25808ef7,K2Hg(AuS)4,"['S', 'K', 'Au', 'Hg']",orthorhombic,Ibam,1.4709,-0.6648,-0.0075,50.34,55,22.44,3.98,True,['battery']
daf9c998ec,K4USbSe6,"['K', 'Se', 'Sb', 'U']",monoclinic,C2,0.5543,-1.3141,-0.0582,55.69,55,22.15,4.18,False,['semiconductor']
ea8c09c9f4,K8Li4Er3InAs8,"['Li', 'K', 'As', 'In', 'Er']",monoclinic,C2,1.3,-0.7549,-0.0074,60.74,55,16.99,5.36,False,"['semiconductor', 'battery', 'quantum', 'optical']"
2f409ae8d2,K4Li2YInAs4,"['Li', 'K', 'As', 'Y', 'In']",orthorhombic,C222_1,1.0403,-0.7007,-0.0089,56.5,55,13.69,5.35,False,"['semiconductor', 'battery', 'quantum', 'optical']"
8d6d329a89,TaNbMo2(PO4)6,"['O', 'P', 'Nb', 'Mo', 'Ta']",triclinic,P1,1.8715,-2.7317,-0.0131,50.22,55,9.15,10.38,False,"['quantum', 'superalloy', 'defense']"
208fb9ffa2,K4Li2ScInAs4,"['Li', 'K', 'Sc', 'As', 'In']",orthorhombic,I222,1.0986,-0.7042,-0.0415,56.5,55,13.69,5.4,False,"['semiconductor', 'battery', 'quantum', 'optical']"
34b53583c7,TaNb5Sb2(PO4)12,"['O', 'P', 'Nb', 'Sb', 'Ta']",triclinic,P1,1.8037,-2.7787,-0.002,56.34,55,9.15,10.38,False,"['semiconductor', 'quantum', 'superalloy', 'defense']"
b2ff43be31,K3RbSn2(AuSe2)4,"['K', 'Se', 'Rb', 'Sn', 'Au']",triclinic,P1,1.1141,-0.8625,-0.0092,56.36,55,22.44,4.29,False,['semiconductor']
c4d9841f05,K4Li2ErInSb4,"['Li', 'K', 'In', 'Sb', 'Er']",orthorhombic,I222,1.0213,-0.6816,-0.0587,57.22,55,16.99,5.36,False,"['semiconductor', 'battery', 'quantum']"
eff8e71a75,Rb8Li4Er3InAs8,"['Li', 'As', 'Rb', 'In', 'Er']",monoclinic,C2,1.1666,-0.7296,-0.0429,56.07,55,16.99,5.78,False,"['semiconductor', 'quantum', 'optical']"
169d7a82ec,Na4Li2ScInSb4,"['Li', 'Na', 'Sc', 'In', 'Sb']",orthorhombic,C222_1,0.9892,-0.6117,-0.0137,52.09,55,13.69,4.89,False,"['semiconductor', 'battery', 'quantum']"
3c610bd34f,K4Li2YInSb4,"['Li', 'K', 'Y', 'In', 'Sb']",orthorhombic,I222,0.9849,-0.6877,-0.0471,52.11,55,13.69,5.35,False,"['semiconductor', 'battery', 'quantum']"
3e4e3bcb8d,NaLi15(SiAs4)2,"['Li', 'Na', 'Si', 'As']",orthorhombic,Imm2,0.7321,-0.6174,-0.0288,51.51,55,10.73,4.55,False,"['semiconductor', 'battery', 'quantum', 'optical']"
bb95647d37,Cs4Li2HoInSb4,"['Li', 'In', 'Sb', 'Cs', 'Ho']",orthorhombic,C222_1,0.8689,-0.6642,-0.0573,51.73,55,16.48,5.74,False,"['semiconductor', 'quantum']"
eb94fb08d3,Na12Li8Si3SnAs12,"['Li', 'Na', 'Si', 'As', 'Sn']",monoclinic,C2,0.8992,-0.5214,-0.0473,61.57,55,13.65,4.55,False,"['semiconductor', 'battery', 'quantum', 'optical']"
1bd643f310,Li2MgU2FeO8,"['Li', 'O', 'Mg', 'Fe', 'U']",monoclinic,P2_1/c,0.5544,-3.0758,-0.0198,73.1,55,35.67,3.99,True,"['battery', 'energy']"
8b0d9f32d5,Li6Sm2UN6,"['Li', 'N', 'Sm', 'U']",trigonal,P31m,1.0821,-1.1565,-0.1335,69.21,55,35.67,3.09,True,['energy']
da34de25bb,Li6Nd2UN6,"['Li', 'N', 'Nd', 'U']",trigonal,P31m,1.044,-1.1251,-0.1346,69.24,55,35.67,3.09,True,['energy']
867f840b60,Li2NiPb3O8,"['Li', 'O', 'Ni', 'Pb']",trigonal,R-3m,0.6537,-1.5348,-0.0287,52.47,55,21.24,3.81,True,"['battery', 'energy']"
7b7aa9a6a4,K4Li2DyInAs4,"['Li', 'K', 'As', 'In', 'Dy']",orthorhombic,C222_1,1.0819,-0.6985,-0.0103,60.24,55,16.01,5.0,False,"['semiconductor', 'battery', 'quantum', 'optical']"
cfc3a26bec,Na6Li4SiSnP6,"['Li', 'Na', 'Si', 'P', 'Sn']",orthorhombic,C222_1,1.302,-0.496,-0.0247,60.02,55,13.65,5.32,False,"['semiconductor', 'battery', 'optical']"
86a716de6c,Li3Ni2AuO6,"['Li', 'O', 'Ni', 'Au']",monoclinic,C2/m,1.2328,-1.4303,-0.0188,69.13,55,36.14,3.81,True,['battery']
f65a177614,Ba2Li2NpSe5,"['Li', 'Se', 'Ba', 'Np']",monoclinic,C2/m,,-1.7938,-0.0356,69.09,55,9.01,2.2,True,['optical']
d29ca9bfc1,AlGa(ReSi)2,"['Al', 'Si', 'Ga', 'Re']",tetragonal,P4mm,0.3011,-0.3821,-0.0332,59.77,55,9.02,11.42,False,"['semiconductor', 'quantum', 'superalloy', 'optical']"
dff26a9d80,Li7Si2AgP16,"['Li', 'Si', 'P', 'Ag']",triclinic,P1,1.3744,-0.3509,-0.0158,59.88,55,19.64,5.32,False,"['semiconductor', 'battery', 'optical']"
fe281b1b40,LiAu(SO4)2,"['Li', 'O', 'S', 'Au']",monoclinic,P2_1/c,1.5807,-1.6345,-0.0163,68.75,55,36.14,3.45,True,['battery']
704d4affd2,Li3ScU2O8,"['Li', 'O', 'Sc', 'U']",monoclinic,P2_1/c,0.506,-3.3761,-0.0281,68.97,55,35.67,4.0,True,['energy']
686277da8a,LiMgUO4,"['Li', 'O', 'Mg', 'U']",orthorhombic,Pnma,0.5236,-3.297,-0.0323,69.01,55,35.67,3.09,True,['energy']
5ae9948d01,BaLi6CeUN6,"['Li', 'N', 'Ba', 'Ce', 'U']",trigonal,P3,1.1263,-1.0188,-0.0646,69.05,55,35.67,3.09,True,['energy']
9f4b175201,Li6Ac2UN6,"['Li', 'N', 'Ac', 'U']",trigonal,P31m,1.1499,-1.0418,-0.1239,69.14,55,35.67,3.09,True,['energy']
269813101b,Rb4Li2ErInSb4,"['Li', 'Rb', 'In', 'Sb', 'Er']",orthorhombic,C222_1,0.9092,-0.6649,-0.0691,52.54,55,16.99,5.78,False,"['semiconductor', 'quantum']"
f563784bcf,K4Na2NpO6,"['O', 'Na', 'K', 'Np']",monoclinic,P2_1/c,0.8848,-2.2726,-0.0717,52.53,55,1.13,1.1,True,['battery']
ca84fd20c3,K4NaNpO6,"['O', 'Na', 'K', 'Np']",monoclinic,C2,1.4985,-2.4061,-0.1404,52.53,55,1.13,1.1,True,['battery']
5f72b4b53a,Rb4Li2DyInSb4,"['Li', 'Rb', 'In', 'Sb', 'Dy']",orthorhombic,C222_1,0.8964,-0.6663,-0.0589,51.1,55,16.01,5.38,False,"['semiconductor', 'quantum']"
1397cd5f0a,K2YNpO6,"['O', 'K', 'Y', 'Np']",cubic,Fm-3m,1.2523,-3.0916,-0.0709,52.27,55,5.2,5.35,False,[]
f38bad058e,CsLiNpF6,"['Li', 'F', 'Cs', 'Np']",monoclinic,P2_1/c,,-3.5711,-0.0968,61.99,55,3.5,1.5,True,[]
1dc2f92812,K8Li4LuIn3As8,"['Li', 'K', 'As', 'In', 'Lu']",monoclinic,C2,0.9576,-0.6293,-0.0085,62.89,55,18.43,5.73,False,"['semiconductor', 'battery', 'quantum', 'optical']"
72e9474b05,Li3ErU2O8,"['Li', 'O', 'Er', 'U']",monoclinic,P2_1/c,0.5075,-3.3852,-0.0239,68.39,55,35.67,3.97,True,['energy']
2e3da362c0,Li5UO5,"['Li', 'O', 'U']",monoclinic,Cm,0.6607,-2.7268,-0.0197,68.41,55,35.67,3.09,True,['energy']
ac1733cc85,Li6NdSmUN6,"['Li', 'N', 'Nd', 'Sm', 'U']",trigonal,P3,1.069,-1.1406,-0.1338,68.71,55,35.67,3.09,True,['energy']
1c4d8b4bb3,Li5Mg2ScU4O16,"['Li', 'O', 'Mg', 'Sc', 'U']",triclinic,P-1,0.5105,-3.3365,-0.0301,68.74,55,35.67,4.0,True,['energy']
97111c5d88,Li4AgAu3S4,"['Li', 'S', 'Ag', 'Au']",triclinic,P-1,1.6722,-0.8929,-0.0066,67.83,55,36.14,3.45,True,['battery']
a5976754e4,Li2AgAuS2,"['Li', 'S', 'Ag', 'Au']",monoclinic,C2/c,1.6573,-0.8924,-0.0098,67.83,55,36.14,3.45,True,['battery']
bdace404a3,K4LiBi2Au,"['Li', 'K', 'Au', 'Bi']",monoclinic,C2/m,0.6706,-0.4533,-0.0289,68.01,55,36.14,3.98,True,['battery']
31b8c0e860,Li6ErScU4O16,"['Li', 'O', 'Sc', 'Er', 'U']",triclinic,P-1,0.5021,-3.3796,-0.025,68.38,55,35.67,4.0,True,['energy']
6fe9c09b88,Cs4Li2DyInSb4,"['Li', 'In', 'Sb', 'Cs', 'Dy']",orthorhombic,C222_1,0.8623,-0.665,-0.0547,51.04,55,16.01,5.56,False,"['semiconductor', 'quantum']"
d02268905f,Li6MgNp2N6,"['Li', 'N', 'Mg', 'Np']",trigonal,P31m,0.0013,-0.9728,-0.151,63.91,55,3.26,2.03,True,[]
d1c755677c,NaLi19(SiAs3)4,"['Li', 'Na', 'Si', 'As']",triclinic,P1,0.9356,-0.5691,-0.0289,50.57,55,10.73,4.55,False,"['semiconductor', 'battery', 'quantum', 'optical']"
3af92f08ea,K4Li2LuInAs4,"['Li', 'K', 'As', 'In', 'Lu']",orthorhombic,Aea2,1.3006,-0.6952,-0.0164,63.84,55,18.43,5.73,False,"['semiconductor', 'battery', 'quantum', 'optical']"
46146298a1,CsK2Ag3AsP,"['P', 'K', 'As', 'Ag', 'Cs']",trigonal,R3m,1.2749,-0.3542,-0.0573,50.56,55,12.2,4.09,False,"['semiconductor', 'battery', 'optical']"
5631353e62,K4ZnP2Pd,"['P', 'K', 'Zn', 'Pd']",monoclinic,C2/m,0.9863,-0.4282,-0.0185,52.66,55,13.98,5.77,False,"['semiconductor', 'battery', 'optical']"
c89cfbd5f4,Rb8Li4DyIn3As8,"['Li', 'As', 'Rb', 'In', 'Dy']",monoclinic,C2,0.8427,-0.6001,-0.0849,54.62,55,16.01,5.38,False,"['semiconductor', 'quantum', 'optical']"
16fce7ca88,KRb7Sn8(AuSe3)8,"['K', 'Se', 'Rb', 'Sn', 'Au']",tetragonal,P4,1.4613,-0.8319,-0.0222,58.26,55,22.44,4.29,False,['semiconductor']
bec4ad5bd6,Na6Li4ZrSnAs6,"['Li', 'Na', 'As', 'Zr', 'Sn']",orthorhombic,C222_1,0.9764,-0.605,-0.0209,57.76,55,13.65,5.74,False,"['semiconductor', 'battery', 'optical', 'energy']"
1677a15bdf,Li4FeAuO6,"['Li', 'O', 'Fe', 'Au']",monoclinic,C2,1.3572,-1.663,-0.0274,69.17,55,36.14,3.99,True,['battery']
2140423f83,Li2CdPb3O8,"['Li', 'O', 'Cd', 'Pb']",trigonal,R3m,0.6002,-1.5561,-0.0168,50.55,55,21.24,1.32,True,['energy']
492b3e1440,Zr2TaNb(PO4)6,"['O', 'P', 'Zr', 'Nb', 'Ta']",triclinic,P1,3.1215,-3.0894,-0.0176,54.84,55,9.15,10.38,False,"['quantum', 'superalloy', 'optical', 'defense', 'energy']"
15876ea033,K3Li2TiSb2As,"['Li', 'K', 'Ti', 'As', 'Sb']",orthorhombic,Cmce,0.534,-0.6491,-0.0152,54.75,55,12.51,5.78,False,"['semiconductor', 'battery', 'quantum']"
824e074aa7,K4Na2ErInAs4,"['Na', 'K', 'As', 'In', 'Er']",orthorhombic,I222,0.8156,-0.6424,-0.0236,52.82,55,10.55,5.36,False,"['semiconductor', 'battery', 'quantum', 'optical']"
122dc2c162,KLi6PaO6,"['Li', 'O', 'K', 'Pa']",trigonal,R-3m,3.3002,-2.6726,-0.0745,59.16,55,1.61,1.35,True,['battery']
c129043e8c,K4Np2Si8O23,"['O', 'Si', 'K', 'Np']",triclinic,P-1,0.3284,-3.1506,-0.0045,52.63,55,2.71,5.02,False,[]
1fe1a60466,TaNbSn2(PO4)6,"['O', 'P', 'Nb', 'Sn', 'Ta']",triclinic,P1,3.2162,-2.7463,-0.0158,54.03,55,9.15,10.38,False,"['semiconductor', 'quantum', 'superalloy', 'defense']"
b9d06f4526,K4NaSb2Au,"['Na', 'K', 'Sb', 'Au']",monoclinic,C2/m,0.9243,-0.5293,-0.0409,52.95,55,22.44,3.98,True,['battery']
d241d8232e,Rb8Li4ScIn3As8,"['Li', 'Sc', 'As', 'Rb', 'In']",monoclinic,C2,0.898,-0.6021,-0.0996,50.89,55,13.69,5.81,False,"['semiconductor', 'quantum', 'optical']"
36414edde3,Rb8Li4Ho3InSb8,"['Li', 'Rb', 'In', 'Sb', 'Ho']",monoclinic,C2,1.1753,-0.7092,-0.0404,50.84,55,16.48,5.56,False,"['semiconductor', 'quantum']"
8c632dd373,K4Li2ScInP4,"['Li', 'P', 'K', 'Sc', 'In']",orthorhombic,I222,1.5164,-0.6626,-0.0445,54.03,55,13.69,5.72,False,"['semiconductor', 'battery', 'optical']"
c0cd0683bd,K6Li4TiSnAs6,"['Li', 'K', 'Ti', 'As', 'Sn']",orthorhombic,C222_1,0.9598,-0.6262,-0.0565,54.18,55,13.65,5.78,False,"['semiconductor', 'battery', 'quantum']"
aacae44643,Na6Li4TiSnAs6,"['Li', 'Na', 'Ti', 'As', 'Sn']",orthorhombic,C222_1,1.0154,-0.5982,-0.0369,54.16,55,13.65,5.23,False,"['semiconductor', 'battery', 'quantum']"
ca32385ae9,LiMg(PaH4)6,"['H', 'Li', 'Mg', 'Pa']",cubic,Pm-3,0.0018,-0.4579,-0.0358,50.66,55,3.26,2.03,True,[]
224c4c5d82,LiUBr6,"['Li', 'Br', 'U']",monoclinic,C2,0.6563,-1.8055,-0.0747,67.44,55,35.67,3.09,True,['energy']
6f88b32dc1,LiUI5Br,"['Li', 'Br', 'I', 'U']",triclinic,P1,0.6063,-1.3136,-0.0562,66.9,55,35.67,3.09,True,['energy']
657af5983c,LiUIBr5,"['Li', 'Br', 'I', 'U']",triclinic,P1,0.652,-1.7085,-0.0723,66.9,55,35.67,3.09,True,['energy']
3aa86af707,Ba2LiPa3Se10,"['Li', 'Se', 'Ba', 'Pa']",monoclinic,P2_1,,-1.7826,-0.3243,54.17,55,9.01,2.2,True,['optical']
5573ea21f4,K4Na2LuInAs4,"['Na', 'K', 'As', 'In', 'Lu']",orthorhombic,I222,0.8468,-0.6409,-0.0292,54.23,55,11.44,5.73,False,"['semiconductor', 'battery', 'quantum', 'optical']"
9bafac05a8,TaNbP6(SeO12)2,"['O', 'P', 'Se', 'Nb', 'Ta']",triclinic,P1,2.7753,-2.4648,-0.0097,58.8,55,9.15,10.38,False,"['semiconductor', 'quantum', 'superalloy', 'optical', 'defense']"
bb827bd7ab,K4Li2LuInSb4,"['Li', 'K', 'In', 'Sb', 'Lu']",orthorhombic,I222,1.0343,-0.6777,-0.0668,59.35,55,18.43,5.73,False,"['semiconductor', 'battery', 'quantum']"
a470268232,KCdSiAs2,"['Si', 'K', 'As', 'Cd']",triclinic,P-1,0.7388,-0.3143,-0.011,54.34,55,10.06,5.02,False,"['semiconductor', 'quantum', 'optical']"
05b0a8b260,K4Na2ErInP4,"['Na', 'P', 'K', 'In', 'Er']",orthorhombic,I222,1.1919,-0.5849,-0.0201,50.68,55,10.55,5.68,False,"['semiconductor', 'battery', 'optical']"
1244e70425,Li2U(Br2O)2,"['Li', 'O', 'Br', 'U']",monoclinic,P2_1/c,1.544,-2.3543,-0.0908,67.82,55,35.67,3.09,True,['energy']
a9692b8038,K3AsPAu3,"['P', 'K', 'As', 'Au']",trigonal,R3m,1.1763,-0.4902,-0.1002,67.59,55,22.44,4.22,False,"['semiconductor', 'battery', 'optical']"
711126e1cc,K12Li8Ti3SnAs12,"['Li', 'K', 'Ti', 'As', 'Sn']",monoclinic,C2,0.7529,-0.6577,-0.0761,53.23,55,13.65,5.78,False,"['semiconductor', 'battery', 'quantum']"
58da03bf8a,LiU(I2Br)2,"['Li', 'Br', 'I', 'U']",monoclinic,C2,0.6246,-1.4144,-0.0624,66.9,55,35.67,3.09,True,['energy']
b5d39008a5,Na12Li8Ti(SnAs4)3,"['Li', 'Na', 'Ti', 'As', 'Sn']",monoclinic,C2,0.7407,-0.5513,-0.0297,53.21,55,13.65,5.23,False,"['semiconductor', 'battery', 'quantum']"
fce493f1bc,K5Na(AuSe13)2,"['Na', 'K', 'Se', 'Au']",triclinic,P1,0.805,-0.7395,-0.0221,53.0,55,22.44,3.98,True,['battery']
dc3373a6bb,Na12Li8Ti3SnAs12,"['Li', 'Na', 'Ti', 'As', 'Sn']",monoclinic,C2,0.6631,-0.6321,-0.0362,53.21,55,13.65,5.23,False,"['semiconductor', 'battery', 'quantum']"
8155f802fe,Li4MgU4Fe3O16,"['Li', 'O', 'Mg', 'Fe', 'U']",triclinic,P-1,0.553,-2.9642,-0.0236,73.1,55,35.67,3.99,True,"['battery', 'energy']"
7e6a41ac68,KNa2Cu3AsP,"['Na', 'P', 'K', 'Cu', 'As']",trigonal,R3m,0.621,-0.3355,-0.0292,50.05,55,10.42,4.28,False,"['semiconductor', 'battery', 'optical']"
40946162b3,Li6Er2UN6,"['Li', 'N', 'Er', 'U']",trigonal,P31m,1.1736,-1.2517,-0.1487,70.28,55,35.67,3.97,True,['energy']
7149ae942f,Li6Ho2UN6,"['Li', 'N', 'Ho', 'U']",trigonal,P31m,1.1573,-1.2412,-0.1484,70.29,55,35.67,3.82,True,['energy']
cb6969fbc0,Li6Dy2UN6,"['Li', 'N', 'Dy', 'U']",trigonal,P31m,1.1464,-1.2301,-0.148,70.3,55,35.67,3.7,True,['energy']
759ebbc0d4,Li6Tb2UN6,"['Li', 'N', 'Tb', 'U']",trigonal,P31m,1.1313,-1.2176,-0.1469,70.31,55,35.67,3.59,True,['energy']
43154477b4,Na8Li4ScIn3P8,"['Li', 'Na', 'P', 'Sc', 'In']",monoclinic,C2,1.4328,-0.5494,-0.0135,53.07,55,13.69,5.72,False,"['semiconductor', 'battery', 'optical']"
953d09d290,K4LiSb2Au,"['Li', 'K', 'Sb', 'Au']",monoclinic,C2/m,1.1922,-0.5652,-0.0433,71.71,55,36.14,3.98,True,['battery']
3ae63947f9,NaAuSeS,"['Na', 'S', 'Se', 'Au']",monoclinic,P2_1/c,1.0079,-0.741,0.0008,50.1,55,19.9,3.6,True,['battery']
57b0e84f1d,Cs8Li4Dy3InSb8,"['Li', 'In', 'Sb', 'Cs', 'Dy']",monoclinic,C2,1.0381,-0.7101,-0.0353,50.09,55,16.01,5.56,False,"['semiconductor', 'quantum']"
0a9dce0dae,Ba8Li3Si12Hg,"['Li', 'Si', 'Ba', 'Hg']",monoclinic,C2,0.0024,-0.421,-0.0356,50.12,55,6.57,3.72,True,['optical']
943e01fc29,Li2CeUN4,"['Li', 'N', 'Ce', 'U']",tetragonal,I-4m2,1.2615,-1.3977,-0.0927,69.26,55,35.67,3.09,True,['energy']
35018c4796,Ba3LiUO6,"['Li', 'O', 'Ba', 'U']",trigonal,R-3c,0.9526,-3.1856,-0.0363,69.65,55,35.67,3.09,True,['energy']
5f93202a49,Li6TbErUN6,"['Li', 'N', 'Tb', 'Er', 'U']",trigonal,P312,1.135,-1.2338,-0.1469,69.76,55,35.67,3.97,True,['energy']
91986ea0be,Li6Pr2UN6,"['Li', 'N', 'Pr', 'U']",trigonal,P31m,1.2213,-1.1088,-0.1373,69.26,55,35.67,3.09,True,['energy']
ea54d7205c,Li6CaCeUN6,"['Li', 'N', 'Ca', 'Ce', 'U']",trigonal,P3,1.2215,-1.1245,-0.1,69.34,55,35.67,3.09,True,['energy']
e5964c19c7,Li6YErUN6,"['Li', 'N', 'Y', 'Er', 'U']",trigonal,P3,1.1605,-1.2383,-0.1407,70.07,55,35.67,3.97,True,['energy']
e220109168,Li6YHoUN6,"['Li', 'N', 'Y', 'Ho', 'U']",trigonal,P3,1.1638,-1.2338,-0.1413,70.06,55,35.67,3.96,True,['energy']
d84ee8290d,Li6Y2UN6,"['Li', 'N', 'Y', 'U']",trigonal,P31m,1.1775,-1.2263,-0.1366,70.64,55,35.67,3.96,True,['energy']
1262728d9f,Li6Gd2UN6,"['Li', 'N', 'Gd', 'U']",trigonal,P31m,0.9732,-1.1963,-0.1462,70.32,55,35.67,3.49,True,['energy']
7fa6fc6339,Li2U2(OF2)3,"['Li', 'O', 'F', 'U']",trigonal,P3_121,0.5815,-3.6619,-0.0412,70.68,55,35.67,3.09,True,['energy']
40c3ba50c1,Li6Sc2UN6,"['Li', 'N', 'Sc', 'U']",trigonal,P-31m,1.2581,-1.2804,-0.1098,70.87,55,35.67,4.0,True,['energy']
a3c22f0fdd,Li4SmUS6,"['Li', 'S', 'Sm', 'U']",monoclinic,C2,0.5037,-1.7573,-0.0377,71.52,55,35.67,3.62,True,"['battery', 'energy']"
3ea225b68b,Na4LiSb2Au,"['Li', 'Na', 'Sb', 'Au']",monoclinic,C2/m,0.6181,-0.5318,-0.0262,71.69,55,36.14,3.6,True,['battery']
84a3724a98,Hf10CuSi(SnSb)3,"['Si', 'Cu', 'Sn', 'Sb', 'Hf']",trigonal,P31m,0.0077,-0.5664,-0.0406,50.02,50,5.71,4.96,False,"['semiconductor', 'quantum', 'superalloy', 'defense']"
5c902e0120,K2Na2Si12As11P,"['Na', 'Si', 'P', 'K', 'As']",monoclinic,Pm,,-0.2347,-0.023,50.09,50,6.66,5.32,False,"['semiconductor', 'battery', 'quantum', 'optical']"
a234f41007,Nb4V4GaGe2P,"['P', 'V', 'Ga', 'Ge', 'Nb']",monoclinic,Pm,0.0112,-0.5331,-0.0238,50.05,50,4.71,9.08,False,"['semiconductor', 'battery', 'quantum', 'optical']"
4ca99ae933,Nb4V4GaAsP2,"['P', 'V', 'Ga', 'As', 'Nb']",monoclinic,Pm,0.0013,-0.6665,-0.0075,50.05,50,4.71,9.08,False,"['semiconductor', 'battery', 'quantum', 'optical']"
b61234fee2,Nb4V4GeAs2P,"['P', 'V', 'Ge', 'As', 'Nb']",monoclinic,Pm,0.0029,-0.6094,-0.0126,50.04,50,4.71,8.68,False,"['semiconductor', 'battery', 'quantum', 'optical']"
c95e76e314,Nb4V4Ge2AsP,"['P', 'V', 'Ge', 'As', 'Nb']",monoclinic,Pm,0.0005,-0.5913,-0.0202,50.04,50,4.71,8.68,False,"['semiconductor', 'battery', 'quantum', 'optical']"
565e3921b0,Hf6BeNb4Sn6Ge,"['Be', 'Ge', 'Nb', 'Sn', 'Hf']",trigonal,P-31m,,-0.4348,-0.0796,50.73,50,7.19,5.45,False,"['semiconductor', 'quantum', 'superalloy', 'defense', 'energy']"
1d0221dce5,Ta10ZnSi4As,"['Si', 'Zn', 'As', 'Ta']",tetragonal,I422,0.0017,-0.4976,-0.015,53.2,50,7.15,4.75,False,"['semiconductor', 'quantum', 'optical']"
b043813ec3,Zr4Ti3Nb(AsP)2,"['P', 'Ti', 'As', 'Zr', 'Nb']",monoclinic,Pm,0.0013,-1.0682,-0.0367,53.14,50,4.71,8.68,False,"['semiconductor', 'battery', 'quantum', 'superalloy', 'optical', 'energy']"
23bba48dde,Zr4TiNb3(AsP)2,"['P', 'Ti', 'As', 'Zr', 'Nb']",monoclinic,Pm,0.0099,-1.0157,-0.0371,53.14,50,4.71,8.68,False,"['semiconductor', 'battery', 'quantum', 'superalloy', 'optical', 'energy']"
e23ec6e184,Zr4Ti3NbAs3P,"['P', 'Ti', 'As', 'Zr', 'Nb']",monoclinic,Pm,0.0048,-1.0187,-0.0112,53.14,50,4.71,8.68,False,"['semiconductor', 'battery', 'quantum', 'superalloy', 'optical', 'energy']"
fc77893a7b,Hf5Zr3Nb2(SiSn3)2,"['Si', 'Zr', 'Nb', 'Sn', 'Hf']",trigonal,P31m,0.0086,-0.5837,-0.0417,53.04,50,5.71,5.45,False,"['semiconductor', 'quantum', 'superalloy', 'optical', 'defense', 'energy']"
9d321e73d1,HfZr7Nb2(SiSn3)2,"['Si', 'Zr', 'Nb', 'Sn', 'Hf']",trigonal,P312,0.0066,-0.6484,-0.0254,53.04,50,5.71,5.45,False,"['semiconductor', 'quantum', 'superalloy', 'optical', 'defense', 'energy']"
6d12fba8e7,HfZr3NbSiSn3,"['Si', 'Zr', 'Nb', 'Sn', 'Hf']",trigonal,P-31m,0.0296,-0.6356,-0.0321,53.04,50,5.71,5.45,False,"['semiconductor', 'quantum', 'superalloy', 'optical', 'defense', 'energy']"
f9bca44cdb,Zr3TaNbZnSi2N,"['N', 'Si', 'Zn', 'Zr', 'Nb', 'Ta']",monoclinic,C2/m,,-0.924,-0.0234,59.07,50,7.15,4.75,False,"['semiconductor', 'quantum', 'superalloy', 'optical', 'defense', 'energy']"
