MaterialId,Reduced Formula,Elements,Crystal System,Space Group,Bandgap,Formation Energy Per Atom,Decomposition Energy Per Atom,NSites,Density,microgravity_advantage_score,density_contrast_score,crystal_quality_score,containerless_score,commercial_score,novelty_score,target_sectors,_n_elements
6e7742e542,Li3Tm4ZnPt4,"['Li', 'Zn', 'Tm', 'Pt']",monoclinic,Pm,0.0052,-0.9398,-0.0217,12,11.0779,69.21,27.126,2.0,2.0,0.0,2.0,[],4
8b0d9f32d5,Li6Sm2UN6,"['Li', 'N', 'Sm', 'U']",trigonal,P31m,1.0821,-1.1565,-0.1335,15,6.1506,69.21,24.458,4.0,0.0,3.0,2.0,['energy'],4
a7b7b84eff,Li3Lu4ZnPt4,"['Li', 'Zn', 'Lu', 'Pt']",monoclinic,Pm,0.0041,-0.95,-0.0218,12,11.4464,69.21,27.126,2.0,2.0,0.0,2.0,[],4
697c2e8ea5,Li7Lu8ZnPt8,"['Li', 'Zn', 'Lu', 'Pt']",monoclinic,Cm,,-0.9309,-0.0211,24,11.6453,69.21,27.126,2.0,2.0,0.0,2.0,[],4
2648e650c0,LiY16Cd3(PdPt)2,"['Li', 'Y', 'Pd', 'Cd', 'Pt']",monoclinic,Cm,0.0008,-0.4993,-0.0003,24,6.0299,69.21,26.961,2.0,2.0,0.0,2.5,[],5
9c5bf21741,LiCa3PtO6,"['Li', 'O', 'Ca', 'Pt']",trigonal,R-3c,0.0014,-2.4657,-0.0436,22,5.0823,69.2,27.953,1.0,2.0,0.0,2.0,[],4
2b69167a3e,RbLi6PtO6,"['Li', 'O', 'Rb', 'Pt']",trigonal,R-3m,0.0024,-1.8285,-0.0434,14,4.777,69.2,27.955,1.0,2.0,0.0,2.0,[],4
f84c0dbdeb,Li2Lu3Pa(ZnPt2)2,"['Li', 'Zn', 'Lu', 'Pt', 'Pa']",monoclinic,Pm,0.0043,-0.904,-0.0345,12,12.1528,69.19,26.952,2.0,2.0,0.0,2.5,[],5
9980df520b,LiTa2TiH8,"['H', 'Li', 'Ti', 'Ta']",tetragonal,P4/mmm,0.0047,-0.3733,-0.0346,12,7.9275,69.19,21.45,1.0,3.0,9.0,2.0,"['battery', 'quantum', 'superalloy']",4
0355218f2b,Li2LuPa3(ZnPt2)2,"['Li', 'Zn', 'Lu', 'Pt', 'Pa']",monoclinic,Pm,,-0.7551,-0.077,12,12.6294,69.19,26.952,2.0,2.0,0.0,2.5,[],5
aabddb65ac,LiTa(TiH4)2,"['H', 'Li', 'Ti', 'Ta']",tetragonal,P4/mmm,0.0062,-0.4712,-0.0345,12,5.5919,69.19,21.45,1.0,3.0,9.0,2.0,"['battery', 'quantum', 'superalloy']",4
3831417918,LiTa4Ti3H16,"['H', 'Li', 'Ti', 'Ta']",tetragonal,I4/mmm,0.0011,-0.4011,-0.0284,24,8.257,69.19,21.45,1.0,3.0,9.0,2.0,"['battery', 'quantum', 'superalloy']",4
7fa343ba5b,LiTa2Ti5H16,"['H', 'Li', 'Ti', 'Ta']",tetragonal,I4/mmm,0.0077,-0.4964,-0.0256,24,5.921,69.19,21.45,1.0,3.0,9.0,2.0,"['battery', 'quantum', 'superalloy']",4
97a853769f,Li3Ta8TiN12,"['Li', 'N', 'Ti', 'Ta']",trigonal,P312,0.0171,-1.4218,-0.0118,24,11.4713,69.19,21.45,1.0,3.0,9.0,2.0,"['battery', 'quantum', 'superalloy']",4
0d526f7564,K10Ba2TaNbP8,"['P', 'K', 'Nb', 'Ba', 'Ta']",triclinic,P1,1.2348,-0.5976,-0.0374,22,2.7177,69.18,13.947,5.0,3.0,15.0,2.5,"['battery', 'quantum', 'superalloy', 'optical', 'defense']",5
3de4794ced,Hf3GaRe3SiP,"['Si', 'P', 'Ga', 'Hf', 'Re']",hexagonal,P-6,0.025,-0.7576,-0.06,9,14.1638,69.18,9.861,7.5,3.0,18.0,2.5,"['semiconductor', 'quantum', 'superalloy', 'optical', 'defense']",5
1edc45dc76,Li3Sm3PtAu2,"['Li', 'Sm', 'Pt', 'Au']",hexagonal,P-6,,-0.6691,-0.0206,9,8.938,69.18,27.53,1.5,2.0,0.0,2.0,[],4
3e3d820b7b,Li2U2As6Ru7,"['Li', 'As', 'Ru', 'U']",orthorhombic,Fmmm,0.0011,-0.5311,-0.0527,17,10.0121,69.17,24.19,2.5,3.0,3.0,2.0,['energy'],4
842cd20c6b,LiTaMoN3,"['Li', 'N', 'Mo', 'Ta']",orthorhombic,Ama2,0.136,-1.1818,-0.1639,24,9.222,69.17,21.359,3.5,3.0,6.0,2.0,"['superalloy', 'defense']",4
c232ccedc9,SrLi6CeUN6,"['Li', 'N', 'Sr', 'Ce', 'U']",trigonal,P3,1.242,-1.084,-0.1109,15,5.3024,69.17,24.274,4.0,0.0,3.0,2.5,['energy'],5
058bf6d7ad,Li2Eu4In2Pd3Pt,"['Li', 'Pd', 'In', 'Eu', 'Pt']",monoclinic,Pm,0.0025,-0.6964,-0.0427,12,8.1737,69.17,26.943,2.0,2.0,0.0,2.5,[],5
1677a15bdf,Li4FeAuO6,"['Li', 'O', 'Fe', 'Au']",monoclinic,C2,1.3572,-1.663,-0.0274,12,5.4511,69.17,24.774,3.0,1.0,3.0,2.0,['battery'],4
41ab6b6ce5,Li4HfPtBr12,"['Li', 'Br', 'Hf', 'Pt']",trigonal,P-31c,,-1.601,-0.1347,36,4.5003,69.16,27.438,1.0,3.0,0.0,2.0,[],4
0038ef3f87,Li4MgH9Pt2,"['H', 'Li', 'Mg', 'Pt']",tetragonal,I4/mcm,,-0.443,-0.017,32,5.2133,69.16,27.936,1.0,2.0,0.0,2.0,[],4
007d582c25,LiU4Ga2Ru5,"['Li', 'Ga', 'Ru', 'U']",orthorhombic,Amm2,,-0.3553,-0.0594,12,12.9455,69.15,24.181,2.5,3.0,3.0,2.0,['energy'],4
4b3536a18c,LiDy6Y10Cd(HgPt2)2,"['Li', 'Y', 'Cd', 'Dy', 'Pt', 'Hg']",monoclinic,Cm,,-0.6117,-0.0187,24,8.1233,69.15,26.766,2.0,2.0,0.0,3.0,[],6
07d13c1e20,LiNd5Y11Cd3Pt4,"['Li', 'Y', 'Cd', 'Nd', 'Pt']",monoclinic,Cm,,-0.5638,-0.0036,24,7.0292,69.14,26.927,2.0,2.0,0.0,2.5,[],5
57a445d660,LiNd4Y12Cd3Pt4,"['Li', 'Y', 'Cd', 'Nd', 'Pt']",monoclinic,Cm,0.0039,-0.5667,-0.0019,24,6.9404,69.14,26.927,2.0,2.0,0.0,2.5,[],5
37ddb41bbd,Sr2LiB2Pt7,"['Li', 'B', 'Sr', 'Pt']",hexagonal,P-6m2,0.0025,-0.7047,-0.0475,12,12.7344,69.14,27.513,1.5,2.0,0.0,2.0,[],4
5a907aabe8,Li3Gd3Pt2Au,"['Li', 'Gd', 'Pt', 'Au']",hexagonal,P-6,,-0.7582,-0.0226,9,9.3823,69.14,27.51,1.5,2.0,0.0,2.0,[],4
9f4b175201,Li6Ac2UN6,"['Li', 'N', 'Ac', 'U']",trigonal,P31m,1.1499,-1.0418,-0.1239,15,6.6751,69.14,24.429,4.0,0.0,3.0,2.0,['energy'],4
e5f92b08fc,LiHg(BPt3)2,"['Li', 'B', 'Pt', 'Hg']",hexagonal,P6/mmm,0.0075,-0.3787,-0.0577,10,15.4746,69.14,27.511,1.5,2.0,0.0,2.0,[],4
793b21db46,Li7Ho8CdPt8,"['Li', 'Cd', 'Ho', 'Pt']",monoclinic,Cm,,-0.8944,-0.0006,24,10.6767,69.14,27.094,2.0,2.0,0.0,2.0,[],4
86a716de6c,Li3Ni2AuO6,"['Li', 'O', 'Ni', 'Au']",monoclinic,C2/m,1.2328,-1.4303,-0.0188,12,6.2133,69.13,24.756,3.0,1.0,3.0,2.0,['battery'],4
87f6ed5277,LiY7HoInPt2,"['Li', 'Y', 'In', 'Ho', 'Pt']",triclinic,P1,,-0.5799,-0.0079,24,6.6264,69.13,26.923,2.0,2.0,0.0,2.5,[],5
8d44421d58,LiDy12Y4Cd3Pt4,"['Li', 'Y', 'Cd', 'Dy', 'Pt']",monoclinic,Cm,0.008,-0.5786,-0.0058,24,8.8529,69.11,26.913,2.0,2.0,0.0,2.5,[],5
38be9db34a,LiY11Er5Cd3Pt4,"['Li', 'Y', 'Cd', 'Er', 'Pt']",monoclinic,Cm,0.004,-0.5863,-0.0056,24,7.5866,69.11,26.914,2.0,2.0,0.0,2.5,[],5
77ac1099ad,LiY7Er9Cd3Pt4,"['Li', 'Y', 'Cd', 'Er', 'Pt']",monoclinic,Cm,,-0.591,-0.0084,24,8.5205,69.11,26.914,2.0,2.0,0.0,2.5,[],5
a6aeed1814,LiTb12Y4Cd3Pt4,"['Li', 'Y', 'Cd', 'Tb', 'Pt']",monoclinic,Cm,0.0089,-0.572,-0.0046,24,8.626,69.11,26.915,2.0,2.0,0.0,2.5,[],5
132e2b63aa,LiDy7Y9Cd3Pt4,"['Li', 'Y', 'Cd', 'Dy', 'Pt']",triclinic,P1,0.0027,-0.5822,-0.0078,24,7.8674,69.11,26.913,2.0,2.0,0.0,2.5,[],5
feb86d85a7,LiY14Ho2Cd3Pt4,"['Li', 'Y', 'Cd', 'Ho', 'Pt']",monoclinic,Cm,,-0.5804,-0.0034,24,6.9241,69.11,26.913,2.0,2.0,0.0,2.5,[],5
9945bcdeef,LiDy2Y14Cd3Pt4,"['Li', 'Y', 'Cd', 'Dy', 'Pt']",monoclinic,Cm,0.0038,-0.5799,-0.0048,24,6.9001,69.11,26.913,2.0,2.0,0.0,2.5,[],5
e5c2ddf475,LiTb9Y7Cd3Pt4,"['Li', 'Y', 'Cd', 'Tb', 'Pt']",monoclinic,Cm,,-0.5759,-0.0063,24,8.0922,69.11,26.915,2.0,2.0,0.0,2.5,[],5
42de60b7cf,LiDy3Y13Cd3Pt4,"['Li', 'Y', 'Cd', 'Dy', 'Pt']",monoclinic,Cm,,-0.5817,-0.0064,24,7.0565,69.11,26.913,2.0,2.0,0.0,2.5,[],5
d6beb64972,LiY5Er11Cd3Pt4,"['Li', 'Y', 'Cd', 'Er', 'Pt']",monoclinic,Cm,,-0.5904,-0.0068,24,8.9073,69.11,26.914,2.0,2.0,0.0,2.5,[],5
2e49c676c5,LiY11Ho5Cd3Pt4,"['Li', 'Y', 'Cd', 'Ho', 'Pt']",monoclinic,Cm,0.0034,-0.5848,-0.0075,24,7.5438,69.11,26.913,2.0,2.0,0.0,2.5,[],5
36d89c0e77,LiDy6Y10Cd3Pt4,"['Li', 'Y', 'Cd', 'Dy', 'Pt']",monoclinic,Cm,0.0011,-0.5828,-0.0082,24,7.6707,69.11,26.913,2.0,2.0,0.0,2.5,[],5
daa274bed5,LiTb11Y5Cd3Pt4,"['Li', 'Y', 'Cd', 'Tb', 'Pt']",monoclinic,Cm,0.0092,-0.5733,-0.0052,24,8.4543,69.11,26.915,2.0,2.0,0.0,2.5,[],5
a6020a5ae8,LiTb6Y10Cd3Pt4,"['Li', 'Y', 'Cd', 'Tb', 'Pt']",monoclinic,Cm,0.0024,-0.5796,-0.0078,24,7.5667,69.11,26.915,2.0,2.0,0.0,2.5,[],5
29f43223d3,LiY10Er6Cd3Pt4,"['Li', 'Y', 'Cd', 'Er', 'Pt']",monoclinic,Cm,0.0009,-0.5874,-0.0063,24,7.8164,69.11,26.914,2.0,2.0,0.0,2.5,[],5
32e3afda0f,LiDy13Y3Cd3Pt4,"['Li', 'Y', 'Cd', 'Dy', 'Pt']",triclinic,P1,0.0034,-0.5773,-0.0048,24,9.0552,69.11,26.913,2.0,2.0,0.0,2.5,[],5
75dd3789f8,LiY10Ho6Cd3Pt4,"['Li', 'Y', 'Cd', 'Ho', 'Pt']",monoclinic,Cm,0.0019,-0.5853,-0.0079,24,7.7476,69.11,26.913,2.0,2.0,0.0,2.5,[],5
d384617e05,LiY3Ho13Cd3Pt4,"['Li', 'Y', 'Cd', 'Ho', 'Pt']",triclinic,P1,,-0.583,-0.0048,24,9.2307,69.11,26.913,2.0,2.0,0.0,2.5,[],5
9372059314,LiY9Ho7Cd3Pt4,"['Li', 'Y', 'Cd', 'Ho', 'Pt']",triclinic,P1,0.0093,-0.5854,-0.0078,24,7.9726,69.11,26.913,2.0,2.0,0.0,2.5,[],5
927862bad4,LiY14Er2Cd3Pt4,"['Li', 'Y', 'Cd', 'Er', 'Pt']",monoclinic,Cm,0.0015,-0.5807,-0.0016,24,6.9273,69.11,26.914,2.0,2.0,0.0,2.5,[],5
dd2d26fa4f,LiY2Ho14Cd3Pt4,"['Li', 'Y', 'Cd', 'Ho', 'Pt']",monoclinic,Cm,,-0.5818,-0.0035,24,9.4428,69.11,26.913,2.0,2.0,0.0,2.5,[],5
bc1f1cc0ed,LiTb2Y14Cd3Pt4,"['Li', 'Y', 'Cd', 'Tb', 'Pt']",monoclinic,Cm,,-0.5792,-0.0049,24,6.8524,69.11,26.915,2.0,2.0,0.0,2.5,[],5
6b0bf1de4b,LiY13Tm3Cd3Pt4,"['Li', 'Y', 'Cd', 'Tm', 'Pt']",monoclinic,Cm,0.0021,-0.5835,-0.0014,24,7.1923,69.11,26.915,2.0,2.0,0.0,2.5,[],5
f1888d6a17,LiTb15YCd3Pt4,"['Li', 'Y', 'Cd', 'Tb', 'Pt']",monoclinic,Cm,0.0038,-0.5684,-0.0033,24,9.1787,69.11,26.915,2.0,2.0,0.0,2.5,[],5
dc74169884,LiDy9Y7Cd3Pt4,"['Li', 'Y', 'Cd', 'Dy', 'Pt']",monoclinic,Cm,0.0071,-0.5815,-0.0078,24,8.2734,69.11,26.913,2.0,2.0,0.0,2.5,[],5
672ab7ae21,LiY7Ho9Cd3Pt4,"['Li', 'Y', 'Cd', 'Ho', 'Pt']",monoclinic,Cm,0.0038,-0.5865,-0.0088,24,8.3853,69.11,26.913,2.0,2.0,0.0,2.5,[],5
5526db8bcc,LiTb3Y13Cd3Pt4,"['Li', 'Y', 'Cd', 'Tb', 'Pt']",monoclinic,Cm,0.0025,-0.5807,-0.007,24,7.0224,69.11,26.915,2.0,2.0,0.0,2.5,[],5
a218e9b0c5,LiTb7Y9Cd3Pt4,"['Li', 'Y', 'Cd', 'Tb', 'Pt']",triclinic,P1,,-0.5782,-0.0072,24,7.7482,69.11,26.915,2.0,2.0,0.0,2.5,[],5
d81e5f642f,LiY13Er3Cd3Pt4,"['Li', 'Y', 'Cd', 'Er', 'Pt']",monoclinic,Cm,0.0018,-0.5833,-0.0036,24,7.152,69.11,26.914,2.0,2.0,0.0,2.5,[],5
ab46a9c28c,LiDy8Y8Cd3Pt4,"['Li', 'Y', 'Cd', 'Dy', 'Pt']",monoclinic,Cm,0.0034,-0.582,-0.008,24,8.0719,69.11,26.913,2.0,2.0,0.0,2.5,[],5
f22139780f,LiY4Ho12Cd3Pt4,"['Li', 'Y', 'Cd', 'Ho', 'Pt']",monoclinic,Cm,0.0066,-0.5844,-0.0063,24,9.0338,69.11,26.913,2.0,2.0,0.0,2.5,[],5
7f2b74771b,LiY9Er7Cd3Pt4,"['Li', 'Y', 'Cd', 'Er', 'Pt']",triclinic,P1,,-0.5886,-0.0069,24,8.0451,69.11,26.914,2.0,2.0,0.0,2.5,[],5
268e12e4ce,LiY8Ho8Cd3Pt4,"['Li', 'Y', 'Cd', 'Ho', 'Pt']",monoclinic,Cm,0.0024,-0.5862,-0.0085,24,8.1808,69.11,26.913,2.0,2.0,0.0,2.5,[],5
823852e652,LiY5Ho11Cd3Pt4,"['Li', 'Y', 'Cd', 'Ho', 'Pt']",monoclinic,Cm,,-0.5856,-0.0076,24,8.7779,69.11,26.913,2.0,2.0,0.0,2.5,[],5
2962c80c43,LiY13Ho3Cd3Pt4,"['Li', 'Y', 'Cd', 'Ho', 'Pt']",monoclinic,Cm,0.0031,-0.5825,-0.0054,24,7.1301,69.11,26.913,2.0,2.0,0.0,2.5,[],5
beddf71d2b,LiDy5Y11Cd3Pt4,"['Li', 'Y', 'Cd', 'Dy', 'Pt']",monoclinic,Cm,,-0.5831,-0.0082,24,7.4642,69.11,26.913,2.0,2.0,0.0,2.5,[],5
f65a177614,Ba2Li2NpSe5,"['Li', 'Se', 'Ba', 'Np']",monoclinic,C2/m,,-1.7938,-0.0356,10,5.4855,69.09,26.071,2.0,0.0,3.0,2.0,['optical'],4
8453a2a1c7,LiPr16Cd(HgPt2)2,"['Li', 'Cd', 'Pr', 'Pt', 'Hg']",monoclinic,Cm,,-0.5186,-0.0055,24,8.0816,69.08,26.903,2.0,2.0,0.0,2.5,[],5
90dd9fb56c,LiPr16Cd2HgPt4,"['Li', 'Cd', 'Pr', 'Pt', 'Hg']",monoclinic,Cm,,-0.5063,-0.0023,24,7.8667,69.08,26.903,2.0,2.0,0.0,2.5,[],5
a373e1dc4e,Li2Pr8Zn6Pt7Rh,"['Li', 'Zn', 'Rh', 'Pr', 'Pt']",monoclinic,Pm,0.0029,-0.8258,-0.0314,24,9.7012,69.07,26.899,2.0,2.0,0.0,2.5,[],5
5a58061604,Li2ZrNpN4,"['Li', 'N', 'Zr', 'Np']",orthorhombic,Pmma,0.0014,-1.3009,-0.0661,32,6.7735,69.07,26.315,0.5,2.0,3.0,2.0,['energy'],4
4fa80f9c6d,Li5Pr8Zn3PtRh7,"['Li', 'Zn', 'Rh', 'Pr', 'Pt']",monoclinic,Pm,,-0.5672,-0.0223,24,7.5305,69.07,26.899,2.0,2.0,0.0,2.5,[],5
a381378cc3,Li3Pr8Zn5PtRh7,"['Li', 'Zn', 'Rh', 'Pr', 'Pt']",monoclinic,Pm,0.0024,-0.6118,-0.0173,24,7.9308,69.07,26.899,2.0,2.0,0.0,2.5,[],5
52eb862456,LiPr8Zn7(PtRh3)2,"['Li', 'Zn', 'Rh', 'Pr', 'Pt']",monoclinic,Pm,,-0.6822,-0.006,24,8.5936,69.07,26.899,2.0,2.0,0.0,2.5,[],5
c1313d4bc6,LiNd16Cd2HgPt4,"['Li', 'Cd', 'Nd', 'Pt', 'Hg']",monoclinic,Cm,0.0023,-0.5205,-0.0042,24,8.2027,69.06,26.893,2.0,2.0,0.0,2.5,[],5
cc10b46f45,LiNd16Cd(HgPt2)2,"['Li', 'Cd', 'Nd', 'Pt', 'Hg']",monoclinic,Cm,0.0008,-0.5333,-0.0093,24,8.4573,69.06,26.893,2.0,2.0,0.0,2.5,[],5
2759a03f9c,LiNd8Zn7Pt5Rh3,"['Li', 'Zn', 'Rh', 'Nd', 'Pt']",monoclinic,Pm,0.0052,-0.7954,-0.029,24,9.6025,69.06,26.891,2.0,2.0,0.0,2.5,[],5
0d4e915950,Li4Nd8Zn4Pt7Rh,"['Li', 'Zn', 'Rh', 'Nd', 'Pt']",monoclinic,Pm,0.008,-0.8225,-0.0208,24,9.486,69.06,26.891,2.0,2.0,0.0,2.5,[],5
96eab8c74a,Li2Eu3Er(ZnPt2)2,"['Li', 'Zn', 'Eu', 'Er', 'Pt']",monoclinic,Pm,,-0.8423,-0.071,12,10.1992,69.06,26.894,2.0,2.0,0.0,2.5,[],5
68be31ebc4,Li3Eu2Er2ZnPt4,"['Li', 'Zn', 'Eu', 'Er', 'Pt']",monoclinic,Pm,,-0.8551,-0.0502,12,10.1724,69.06,26.894,2.0,2.0,0.0,2.5,[],5
df7a2baa7b,Ba2LiB2Pt7,"['Li', 'B', 'Ba', 'Pt']",hexagonal,P-6m2,0.0095,-0.6324,-0.0353,12,12.998,69.06,27.475,1.5,2.0,0.0,2.0,[],4
0ab2f9b72e,Li3Dy3PtAu2,"['Li', 'Dy', 'Pt', 'Au']",hexagonal,P-6,,-0.722,-0.03,9,9.6835,69.06,27.478,1.5,2.0,0.0,2.0,[],4
ffcdb6dfb5,Li3Dy3Pt2Au,"['Li', 'Dy', 'Pt', 'Au']",hexagonal,P-62m,,-0.8145,-0.034,9,9.9733,69.06,27.478,1.5,2.0,0.0,2.0,[],4
9d5d0c4887,LiCaUO4,"['Li', 'O', 'Ca', 'U']",orthorhombic,Pnma,0.4919,-3.3982,-0.0149,28,6.0825,69.05,24.804,3.5,0.0,3.0,2.0,['energy'],4
29e2d2456e,LiMn20(WC3)2,"['Li', 'C', 'Mn', 'W']",cubic,Fm-3m,0.0005,-0.1077,-0.0171,29,9.0039,69.05,24.554,2.0,3.0,3.0,2.0,['battery'],4
5ae9948d01,BaLi6CeUN6,"['Li', 'N', 'Ba', 'Ce', 'U']",trigonal,P3,1.1263,-1.0188,-0.0646,15,5.4502,69.05,24.221,4.0,0.0,3.0,2.5,['energy'],5
d3cad1cca9,Li2LaPt3,"['Li', 'La', 'Pt']",hexagonal,P6/mmm,0.0027,-0.8299,-0.0207,6,11.8676,69.05,27.637,1.5,2.0,0.0,1.5,[],3
f291239d19,Li6Re2TcH27,"['H', 'Li', 'Tc', 'Re']",hexagonal,P-6,3.8549,-0.3194,-0.154,36,3.2753,69.04,26.966,1.5,3.0,0.0,2.0,[],4
15e07baa0e,LiTb4Y12Cd3Pd3Pt,"['Li', 'Y', 'Pd', 'Cd', 'Tb', 'Pt']",monoclinic,Cm,,-0.4657,-0.0061,24,6.5561,69.04,26.718,2.0,2.0,0.0,3.0,[],6
a73bbaf9c0,Li6ReTc2H27,"['H', 'Li', 'Tc', 'Re']",hexagonal,P-6,3.7368,-0.307,-0.1416,36,2.7441,69.04,26.966,1.5,3.0,0.0,2.0,[],4
5bb61e5a8e,LiHf4Pt15,"['Li', 'Hf', 'Pt']",tetragonal,P4/mmm,,-0.9592,-0.0043,20,18.7962,69.03,27.545,1.0,3.0,0.0,1.5,[],3
41fd616615,LiDy6Y10Cd3(PdPt)2,"['Li', 'Y', 'Pd', 'Cd', 'Dy', 'Pt']",triclinic,P1,,-0.5044,-0.0056,24,7.1871,69.03,26.715,2.0,2.0,0.0,3.0,[],6
7a0993dd74,LiY6Er10Cd3(PdPt)2,"['Li', 'Y', 'Pd', 'Cd', 'Er', 'Pt']",monoclinic,Cm,,-0.5122,-0.0063,24,8.2612,69.03,26.712,2.0,2.0,0.0,3.0,[],6
3c7cea2680,LiY11Ho5Cd3(PdPt)2,"['Li', 'Y', 'Pd', 'Cd', 'Ho', 'Pt']",triclinic,P1,,-0.5062,-0.0046,24,7.0574,69.03,26.713,2.0,2.0,0.0,3.0,[],6
719dc1262d,LiNd6Zn3Pd2Pt11,"['Li', 'Zn', 'Pd', 'Nd', 'Pt']",monoclinic,Cm,0.0027,-0.9456,-0.0274,23,12.535,69.03,26.88,2.0,2.0,0.0,2.5,[],5
c7ba0c9186,LiHo16In(HgPt2)2,"['Li', 'In', 'Ho', 'Pt', 'Hg']",monoclinic,Cm,,-0.6258,-0.0209,24,10.3754,69.03,26.88,2.0,2.0,0.0,2.5,[],5
0fcb6494a2,LiDy8Y8Cd3(PdPt)2,"['Li', 'Y', 'Pd', 'Cd', 'Dy', 'Pt']",monoclinic,Cm,,-0.5033,-0.0051,24,7.6003,69.03,26.715,2.0,2.0,0.0,3.0,[],6
af63fd1c09,Li6La6Te(WO8)3,"['Li', 'O', 'Te', 'La', 'W']",monoclinic,C2/c,,-2.9598,-0.0344,80,6.1582,69.02,24.377,2.0,3.0,3.0,2.5,['optical'],5
328d661480,LiDy3Y13Tl(CdPt2)2,"['Li', 'Y', 'Cd', 'Dy', 'Pt', 'Tl']",triclinic,P1,,-0.5889,-0.0081,24,7.2865,69.02,26.71,2.0,2.0,0.0,3.0,[],6
14b4bcae2b,Li3NpO5,"['Li', 'O', 'Np']",orthorhombic,Pnma,1.2928,-2.7568,-0.1027,36,5.2127,69.02,26.961,3.5,0.0,0.0,1.5,[],3
4376339722,LiDy12Y4Tl(CdPt2)2,"['Li', 'Y', 'Cd', 'Dy', 'Pt', 'Tl']",triclinic,P1,,-0.5844,-0.0049,24,9.0903,69.02,26.71,2.0,2.0,0.0,3.0,[],6
720e8f434f,LiTa(AlRh2)2,"['Li', 'Al', 'Rh', 'Ta']",tetragonal,P4/mmm,,-0.8349,-0.0158,8,9.6162,69.02,21.377,1.0,3.0,9.0,2.0,"['quantum', 'superalloy', 'defense']",4
686277da8a,LiMgUO4,"['Li', 'O', 'Mg', 'U']",orthorhombic,Pnma,0.5236,-3.297,-0.0323,28,6.5198,69.01,24.788,3.5,0.0,3.0,2.0,['energy'],4
cc3ba88b8c,K12As7PW2,"['P', 'K', 'As', 'W']",monoclinic,Cm,0.9694,-0.4178,-0.0457,22,3.0576,69.01,16.371,7.0,3.0,9.0,2.0,"['semiconductor', 'battery', 'optical']",4
68ef701315,K6As3PW,"['P', 'K', 'As', 'W']",monoclinic,Cm,0.9721,-0.4169,-0.0461,22,2.9855,69.01,16.371,7.0,3.0,9.0,2.0,"['semiconductor', 'battery', 'optical']",4
23c9d711f3,LiLu9In8(HgPt)2,"['Li', 'In', 'Lu', 'Pt', 'Hg']",monoclinic,Pm,0.0036,-0.6067,-0.0038,22,10.3973,69.0,26.867,2.0,2.0,0.0,2.5,[],5
dae290511b,Li(PaPt4)3,"['Li', 'Pt', 'Pa']",hexagonal,P-6m2,0.0029,-0.9169,-0.0438,16,18.0356,69.0,27.615,1.5,2.0,0.0,1.5,[],3
7bf8b879b2,LiLu4In4HgPt,"['Li', 'In', 'Lu', 'Pt', 'Hg']",monoclinic,P2/m,0.0012,-0.5967,-0.0027,22,10.0882,69.0,26.867,2.0,2.0,0.0,2.5,[],5
4f258d410e,SrLi4H9Pt2,"['H', 'Li', 'Sr', 'Pt']",tetragonal,I4/mcm,0.0047,-0.5431,-0.0671,32,5.1784,68.99,27.862,1.0,2.0,0.0,2.0,[],4
5fa138d60a,Sr3LiPtO6,"['Li', 'O', 'Sr', 'Pt']",trigonal,R-3c,0.0012,-2.4214,-0.0631,22,6.0285,68.99,27.862,1.0,2.0,0.0,2.0,[],4
b7e0fe18eb,Li2CeNd3(ZnPt2)2,"['Li', 'Zn', 'Ce', 'Nd', 'Pt']",monoclinic,Pm,0.0027,-0.8459,-0.0215,12,9.8404,68.99,26.862,2.0,2.0,0.0,2.5,[],5
b29a5e69b0,Li3UAs6Rh7,"['Li', 'As', 'Rh', 'U']",trigonal,R-3m,0.0028,-0.6435,-0.0587,17,8.7859,68.98,24.192,3.0,2.0,3.0,2.0,['energy'],4
73e009eaa5,LiY(BPt3)2,"['Li', 'B', 'Y', 'Pt']",hexagonal,P6/mmm,0.0032,-0.6954,-0.0251,10,14.0123,68.97,27.439,1.5,2.0,0.0,2.0,[],4
763db1c403,Li2Tb16In2Pt3Rh,"['Li', 'Rh', 'In', 'Tb', 'Pt']",monoclinic,Cm,0.0007,-0.5355,-0.0077,24,8.8495,68.97,26.854,2.0,2.0,0.0,2.5,[],5
b6c0b530d2,LiTb8InPtRh,"['Li', 'Rh', 'In', 'Tb', 'Pt']",triclinic,P1,0.0086,-0.5079,-0.0055,24,8.6778,68.97,26.854,2.0,2.0,0.0,2.5,[],5
e172989742,LiMoPt6,"['Li', 'Mo', 'Pt']",tetragonal,P4/mmm,0.0065,-0.392,-0.0468,8,17.477,68.97,27.519,1.0,3.0,0.0,1.5,[],3
704d4affd2,Li3ScU2O8,"['Li', 'O', 'Sc', 'U']",monoclinic,P2_1/c,0.506,-3.3761,-0.0281,28,6.4245,68.97,24.689,3.0,1.0,3.0,2.0,['energy'],4
f4d6a731bf,Li3CeSm3ZnPt4,"['Li', 'Zn', 'Ce', 'Sm', 'Pt']",monoclinic,Pm,0.0009,-0.823,-0.0093,12,9.7783,68.97,26.854,2.0,2.0,0.0,2.5,[],5
cc24bc9647,LiMgU(TaN2)3,"['Li', 'N', 'Mg', 'Ta', 'U']",hexagonal,P-6c2,0.0117,-1.4421,-0.0523,24,11.3389,68.97,24.769,1.5,3.0,3.0,2.5,['energy'],5
